seller,seller return rate,seller rating,Number of units sold,Number of Units Returned,brand,product type,listing price
5968,0,0.72,4,0,balenciaga,knit,194
6237,0,0.55,1,0,derek lam 10 crosby,dresses,206
6633,0,0.93,7,0,derek lam 10 crosby,dresses,173
6819,0,0.3,1,0,kate spade new york,kate spade (handbags),173
8639,0,0.73,1,0,kate spade new york,kate spade (handbags),228
8640,0,0.55,2,0,burberry,burberry handbags,268
9021,0,0.79,36,0,salvatore ferragamo,salvatore ferragamo belts,249
9141,0,0.33,11,0,self-portrait,blouse,155
9560,0,0.61,2,0,self-portrait,blouse,227
10108,0,0.92,1,0,self-portrait,blouse,142
10281,0,0.55,2,0,mac duggal,gown,117
10292,0,0.73,11,0,zimmermann,bathing suit top,119
10777,0,0.32,4,0,habitual kids,girl dress,258
11034,0,0.33,36,0,gucci,booties,189
11223,0,0.35,3,0,sam edelman,high heel sandals,295
11750,0,0.69,3,0,moschino,dresses,106
11752,0,0.53,9,0,polo ralph lauren,swim,237
11952,0,0.67,2,0,greyson,greyson (rtw),162
12643,0,0.31,1,0,eileen fisher,knit,292
12778,0,0.71,8,0,stone island,bottoms,107
13553,0,0.95,1,0,generation love,skirt,215
13686,0,0.63,1,0,rag & bone,pants,170
14155,0,0.52,3,0,ramy brook,long coverup (swimwear),152
14179,0,0.74,2,0,rag & bone,knits,252
14354,0,0.37,1,0,saint laurent,ysl mp clothing accessories,283
14383,0,0.49,1,0,cinq a sept,pants,161
14473,0,0.41,1,0,cinq a sept,pants,216
15606,0,0.49,2,0,john elliott,knits,118
16142,0,0.84,4,0,vintage havana,neutral rtw,207
16935,0,0.56,1,0,ml monique lhuillier,gown,163
16999,0,0.85,3,0,mvmt,mvmt timepieces,134
17057,0,0.41,1,0,mvmt,mvmt timepieces,248
17472,0,0.87,1,0,peter millar,peter millar shorts,296
17739,0,0.53,2,0,lela rose,cocktail,269
18637,0,0.78,4,0,kiki de montparnasse,kiki de montparnasse (intimate,211
18679,0,0.75,1,0,kiki de montparnasse,kiki de montparnasse (intimate,218
19185,0,0.67,1,0,carolina herrera,tops,165
19211,0,0.39,6,0,carolina herrera,tops,204
19293,0,0.43,1,0,cinq a sept,dresses,262
19314,0,0.48,1,0,likely,cocktail dress,155
19497,0,0.43,3,0,generation love,jacket,127
19697,0,0.84,2,0,farm rio,dresses,106
19920,0,0.75,2,0,l'agence,blouse,145
2109,0,0.61,7,0,honeydew intimates,modern sleepwear,299
2111,0,0.38,1,0,stella mccartney,knit,242
4118,0,0.36,1,0,akris punto,jacket,298
4903,0,0.46,2,0,aidan mattox,gown,272
5195,0,0.97,3,0,ugg,modern sleepwear,167
5212,0,0.85,7,0,dolce&gabbana,designer foundations,115
5580,0,0.87,4,0,essentials,sweatpant,116
5799,0,0.65,1,0,polo ralph lauren,skirt,209
5810,0,0.53,6,0,assouline,books,143
10324,0,0.33,3,0,assouline,books,127
15186,0,0.33,1,0,adidas y-3,sneakers,271
15907,0,0.7,1,0,the fur salon,fur scarf,236
17323,0,0.61,2,0,fendi,sandals  (footwear),278
18378,0,0.86,1,0,skims,brief,282
8750,0,0.31,19,0,significant other,cocktail dress,216
9570,0,0.74,1,0,trina turk,dresses,141
9734,0,0.64,1,0,averie sleep,modern sleepwear,158
11065,0,0.83,2,0,r h u d e,trousers,225
11468,0,0.5,2,0,elie tahari,tops,149
12772,0,0.75,8,0,rhode,dresses,192
13150,0,0.96,2,0,acler,dresses,153
14464,0,0.93,3,0,schutz,high heel sandals,207
15340,0,0.59,1,0,palm angels,t-shirt,271
15984,0,0.47,18,0,7am,stroller accessories,107
16284,0,0.45,2,0,assouline,assouline books,164
16924,0,0.36,2,0,michael aram,decorative accessories,272
17209,0,0.57,1,0,givenchy,t-shirt,160
18081,0,1,1,0,palm angels,pants,222
18293,0,0.88,1,0,weworewhat,knits,129
18665,0,0.45,2,0,varley,t-shirt,175
9835,0,0.44,7,0,miraclesuit swim,1 pc bathing suit,251
5220,0,0.57,1,0,who decides war,denim,104
11513,0,0.87,2,0,max mara,pants,251
15361,0,0.81,1,0,tory burch,flat sandals,277
2372,0,0.36,9,0,bottega veneta,fashion leather (handbags),247
5138,0,0.58,4,0,tory burch,drivers,240
5963,0,0.61,1,0,coach,booties,217
10941,0,0.81,1,0,kobi halperin,skirt,138
11133,0,0.77,2,0,salomon,sneakers (footwear),251
14926,0,0.71,4,0,splendid,knits,232
15111,0,0.41,1,0,saks fifth avenue,knit,244
19281,0,0.67,6,0,tory burch,pumps,288
19284,0,0.97,1,0,eileen fisher,knit,232
4994,0,0.49,1,0,farm rio,pants,249
6349,0,0.45,8,0,johanna ortiz,dresses,139
7608,0,0.65,4,0,balmain hair couture,balmain paris hair,107
8448,0,0.57,2,0,cinq a sept,dresses,253
8898,0,0.89,2,0,theory,dresses,143
15115,0,0.95,1,0,proenza schouler white label,outerwear,154
15116,0,0.99,1,0,gucci,sneakers,121
15723,0,0.35,1,0,gucci,sneakers,127
16306,0,0.97,3,0,aidan mattox,gown,195
16736,0,0.61,1,0,aidan mattox,gown,251
19248,0,0.76,9,0,jen7,denim (rtw),174
19249,0,0.3,2,0,mcm,mcm (handbags),214
19779,0,0.4,1,0,rhode,dresses,263
4159,0,0.69,5,0,cartier,cartier sunglasses,112
9696,0,0.31,1,0,kendall + kylie,jewelry sets,114
11222,0,0.77,1,0,jonathan simkhai,blouse,270
12397,0,0.6,1,0,mackenzie-childs,towels,170
13656,0,0.44,2,0,en saison,skirt,264
14563,0,0.68,1,0,beach riot,bathing suit bottom,110
15339,0,0.66,1,0,comme des garcons play,sneakers (footwear),244
16689,0,0.79,1,0,comme des garcons play,sneakers (footwear),275
18543,0,0.34,1,0,comme des garcons play,sneakers (footwear),296
2754,0,0.31,12,0,andy & evan,toddlers wear boys,286
16207,0,0.47,1,0,andy & evan,toddlers wear boys,211
17547,0,0.96,1,0,andy & evan,toddlers wear boys,240
18079,0,0.33,5,0,polo ralph lauren,dress,151
18394,0,0.83,2,0,stella mccartney kids,sweaters/cardigans,286
19901,0,0.77,10,0,balenciaga,balenciaga/kering sunglasses,159
388,0,0.9,1,0,herve leger,cocktail,112
1219,0,0.89,5,0,polo ralph lauren,dress,105
1516,0,0.65,9,0,reed & barton,dropship tabletop,170
19394,0,0.55,1,0,st. john,dresses,271
3174,0,0.75,1,0,gucci,gucci sunglasses,236
3606,0,0.76,1,0,balenciaga,sweaters/cardigans,113
9357,0,0.32,3,0,year of ours,tank,298
10180,0,0.46,2,0,ferragamo,drivers (footwear),146
17507,0,0.75,1,0,patchology,patchology skincare,189
17508,0,0.41,1,0,mac duggal,gown,250
17509,0,0.84,2,0,little peixoto,girl swimwear,213
17510,0,0.43,7,0,camilla,pants,163
18354,0,0.55,2,0,aje,dresses,105
587,0,0.88,2,0,alexander mcqueen,sneakers,113
1043,0,0.44,1,0,dolce&gabbana,cocktail,277
1972,0,0.86,1,0,bronx and banco,cocktail dress,163
4330,0,0.42,1,0,skin,skin (intimate apparel),205
4490,0,0.6,51,0,skin,skin (intimate apparel),118
4676,0,0.98,1,0,joseph joseph,dropship kitchenware,210
6547,0,0.91,6,0,olivia riegel,decorative home,289
7839,0,0.49,5,0,saks fifth avenue,knit,262
13210,0,0.49,4,0,2(x)ist,2 xist (mens furnishings),224
16478,0,0.91,1,0,tadashi shoji,gown,150
16921,0,0.83,2,0,milly,dresses,283
17791,0,0.88,1,0,amanda uprichard,dresses,293
591,0,0.35,5,0,vera wang bride,gown,179
2544,0,0.95,1,0,ugg,neutral shoes,181
3525,0,0.88,1,0,lavish alice,cocktail dress,278
3725,0,0.96,1,0,gucci,dress slipon leather sole,171
4353,0,0.94,1,0,cult gaia,high heel sandals,115
4514,0,0.35,1,0,theory,jacket,129
5014,0,0.71,4,0,rag & bone,pants,222
6505,0,0.67,1,0,free people,dresses,234
6632,0,0.52,2,0,free people,dresses,142
6974,0,0.54,10,0,fleur du mal,fleur du mal (sleepwear),179
7229,0,0.3,2,0,baobab,bathing suit bottom,215
7326,0,0.42,1,0,charvet,charvet mens neckwear,111
8106,0,0.89,1,0,acler,blouse,268
8427,0,0.36,5,0,xirena,dresses,152
9687,0,0.92,1,0,dr. martens,boots (footwear),160
9988,0,0.84,1,0,badgley mischka,gown,141
10115,0,0.6,3,0,hill house home,clothing,143
10868,0,0.49,2,0,lela rose,cocktail,231
11036,0,0.33,1,0,theory,knits,133
11438,0,0.81,1,0,elie tahari,dresses,202
12257,0,0.52,9,0,alice + olivia,pants,145
12344,0,0.55,23,0,milly,dresses,202
14141,0,0.47,1,0,veronica beard,high heel sandals,229
14374,0,0.42,1,0,karla colletto swim,1 pc bathing suit,278
14755,0,0.72,8,0,trina turk,dresses,194
15467,0,0.89,1,0,ferragamo,frrragamo handbags,157
15720,0,1,1,0,ferragamo,frrragamo handbags,260
16079,0,0.55,1,0,akris,pants,286
16369,0,0.54,1,0,levi's,shorts,222
16459,0,0.34,3,0,the north face,outerwear,256
16495,0,0.68,1,0,nars,foundation & powder,299
16496,0,0.78,3,0,montblanc,montblanc pens,186
16853,0,0.33,1,0,good american,blouse,237
16891,0,0.49,1,0,chanel,chanel accessories,227
17871,0,0.67,1,0,chanel,chanel accessories,115
17973,0,0.93,6,0,alexander wang,shorts,107
18519,0,0.63,3,0,mother,crop,293
18972,0,0.94,1,0,faithfull the brand,short coverup (swimwear),215
18992,0,0.76,1,0,likely,cocktail dress,239
19244,0,0.46,8,0,monique lhuillier,gown,146
19646,0,0.37,1,0,atm anthony thomas melillo,t-shirt,217
19832,0,0.71,1,0,royce new york,royce new york (handbags),103
3357,0,0.82,6,0,mac duggal,gown,149
15052,0,0.67,1,0,adidas by stella mccartney,legging,226
90,0,0.81,2,0,alice + olivia,dresses,119
297,0,0.76,3,0,alice + olivia,dresses,228
1855,0,0.93,28,0,shoshanna,cocktail dress,273
2145,0,0.53,3,0,max mara,outerwear,199
2454,0,0.35,2,0,amsale,cocktail dress,100
3003,0,0.33,3,0,amsale,cocktail dress,183
7074,0,0.74,6,0,degrenne paris,dropship tabletop,147
7651,0,0.86,15,0,mini melissa,sandal/pool slide/flip flop,183
8220,0,0.31,1,0,mini melissa,sandal/pool slide/flip flop,270
9079,0,0.86,1,0,dagne dover,dagne dover handbags,279
9747,0,0.97,2,0,trina turk,gown,281
10701,0,0.81,1,0,akris punto,shorts,105
12129,0,0.34,1,0,longchamp,longchamp handbags,287
14451,0,0.41,1,0,lafayette 148 new york,dresses,164
15345,0,0.41,1,0,gingerlily,dropship bed & bath,226
16134,0,0.96,1,0,palm angels,sweatshirt,293
16937,0,0.99,9,0,paige,paige (denim),134
17392,0,0.69,2,0,loulou studio,pants,231
18626,0,0.49,1,0,roller rabbit,girl dress,232
1814,0,0.53,1,0,christian louboutin,ballet flats,103
1890,0,0.84,1,0,ksubi,shorts,179
3848,0,0.8,1,0,ag jeans,denim,219
4182,0,0.79,3,0,ag jeans,denim,211
8122,0,0.55,1,0,another tomorrow,pant,177
14066,0,0.58,2,0,fp movement,skirt,177
14494,0,0.33,2,0,christian louboutin,pumps,159
15202,0,0.85,2,0,mackage,jackets/vests,195
15304,0,0.79,2,0,one33 social,gown,296
17424,0,0.93,1,0,elie tahari,knit,106
535,0,0.3,2,0,elie tahari,knit,153
16571,0,0.48,2,0,averie sleep,modern sleepwear,102
3386,0,0.32,6,0,mac,mac lips (color),300
10830,0,0.75,2,0,sam edelman,high heel sandals,170
8680,0,0.86,4,0,smeg,dropship kitchenware,121
19546,0,0.38,2,0,alexia maria,gown,252
3415,0,0.68,3,0,christopher john rogers,blouse,239
7724,0,0.63,1,0,alexander mcqueen,sneakers,170
15427,0,0.37,1,0,cynthia rowley,dresses,206
11642,0,0.3,8,0,cynthia rowley,dresses,296
2325,0,0.89,1,0,johnny was,dresses,282
932,0,0.82,2,0,eton,slim fit soft shirts,207
9563,0,0.4,1,0,isaia,sport trousers,273
11447,0,0.66,1,0,1017 alyx 9sm,knits,150
12520,0,0.67,7,0,versace,sandal/pool slide/flip flop,131
13544,0,0.89,2,0,coach,coach timepieces,188
16108,0,0.57,2,0,nili lotan,denim,182
17396,0,0.75,1,0,tory burch,other (handbags),154
868,0,0.69,1,0,frame,skirt,163
1258,0,0.6,3,0,mach & mach,high heel sandals,187
4718,0,0.71,1,0,valentino garavani,wedges,223
4725,0,0.45,2,0,b-low the belt,b-low the belt,199
4886,0,0.61,3,0,prada,prada sunglasses,300
5892,0,0.38,3,0,weworewhat,bathing suit bottom,228
6524,0,0.83,1,0,loeffler randall,loeffler randall (handbags),289
6525,0,0.89,1,0,reformation,dresses,124
7218,0,0.91,1,0,veronica beard,t-shirt,237
11248,0,0.75,1,0,veronica beard,t-shirt,262
11277,0,0.32,6,0,mother,crop,191
11324,0,0.72,1,0,mother,crop,289
13394,0,0.76,1,0,hannah artwear,dresses,181
14013,0,0.95,1,0,chiara boni la petite robe,jacket,267
14742,0,0.35,2,0,"johnny was, plus size",cardigan,110
17177,0,0.39,10,0,ginia,ginia sleepwear,194
17339,0,0.98,1,0,alice + olivia,dresses,281
18797,0,0.95,12,0,alice + olivia,skirt,137
19102,0,0.46,4,0,alice + olivia,skirt,157
19234,0,0.48,1,0,alice + olivia,skirt,291
19747,0,0.53,1,0,comme des garcons play,sneakers (footwear),160
19801,0,0.6,2,0,comme des garcons play,sneakers (footwear),104
3381,0,0.52,5,0,1017 alyx 9sm,sweatpant,292
3334,0,0.49,1,0,kenneth jay lane,necklaces,246
12730,0,0.78,120,0,clergerie,high heel sandals,247
17882,0,0.48,5,0,clergerie,high heel sandals,117
18036,0,0.43,1,0,rachel comey,knit,297
3729,0,0.88,2,0,mille,dresses,101
3978,0,0.95,2,0,ferragamo,ferragamo (belts),176
6412,0,1,1,0,who decides war,knit,187
9364,0,0.77,1,0,who decides war,knit,169
9510,0,0.67,1,0,alexander mcqueen,alexander mcqueen scarves,267
9823,0,0.7,1,0,de beers jewellers,rings,234
9824,0,0.34,1,0,free people,free people (int apparel),271
9825,0,0.81,1,0,majestic filatures,knit (rtw),288
12057,0,0.71,2,0,johnny was,blouse,219
12058,0,0.94,11,0,the row,dresses,130
12578,0,0.93,3,0,decorte,special treatment (cosmetic),156
19386,0,0.53,7,0,ramy brook,short coverup (swimwear),191
15022,0,0.57,1,0,chanel,chanel eyes,177
15851,0,0.86,2,0,trina turk,knit,128
18,0,0.78,2,0,sophia webster,weather boot,148
2501,0,0.75,2,0,vince,flat sandals,206
3476,0,0.89,1,0,burberry,burberry small leather goods,249
12721,0,0.55,1,0,polo ralph lauren,dress shoes,192
12723,0,0.96,4,0,amanda uprichard,dresses,244
13824,0,0.67,14,0,chiara boni la petite robe,gown,242
18901,0,0.84,7,0,chiara boni la petite robe,gown,274
18498,0,0.92,1,0,saks fifth avenue,fashion sweater,225
17238,0,0.34,6,0,alice + olivia,jacket,254
8662,0,0.68,1,0,mac duggal,gown,181
8996,0,0.71,4,0,l'agence,t-shirt,266
9875,0,0.81,919,0,l'agence,t-shirt,162
19724,0,0.46,1,0,janie and jack,2pc/3pc set (rtw),194
1431,0,0.77,4,0,commando,commando/herlook (intimates),298
6373,0,0.4,1,0,mackage,outerwear,209
7393,0,0.68,3,0,schutz,high heel sandals,235
15149,0,0.78,1,0,versace,versace (belts),124
4217,0,0.52,109,0,kay unger,gown,144
10536,0,0.91,5,0,halston,pants,249
15766,0,0.36,2,0,peter millar,peter millar shorts,166
17122,0,0.85,1,0,kobi halperin,dresses,274
18106,0,0.3,2,0,kobi halperin,dresses,298
6859,0,0.67,1,0,alexander mcqueen,blouse,151
7386,0,0.99,1,0,black halo,gown,172
14860,0,0.75,1,0,tory burch,totes (handbags),292
16302,0,0.34,1,0,tory burch,totes (handbags),275
18768,0,0.84,1,0,tory burch,totes (handbags),127
5521,0,1,6,0,re/done,straight,106
12253,0,0.42,3,0,barbour,barbour gloves,208
12254,0,0.65,2,0,coach,slides,178
16747,0,0.86,2,0,purple brand,purple socks,181
16013,0,0.88,1,0,blanca,shorts,123
19947,0,0.54,2,0,rag & bone,vest,280
644,0,1,6,0,farm rio,dresses,239
703,0,0.85,1,0,amsale,gown,150
872,0,0.33,1,0,amsale,gown,129
1178,0,0.95,3,0,versace,versace sunglasses,243
1366,0,0.66,2,0,versace,versace sunglasses,170
1459,0,0.55,1,0,splendid,dresses,247
1569,0,0.74,1,0,akris punto,dresses,212
1724,0,0.45,2,0,akris punto,dresses,235
1941,0,0.98,7,0,agua by agua bendita,bathing suit top,126
3398,0,0.37,1,0,trina turk,shorts,186
3586,0,0.49,2,0,zeynep arcay,skirt,208
3591,0,0.89,1,0,natori,natori hosiery,271
3718,0,0.97,1,0,ralph lauren,dropship barware,182
4357,0,0.49,1,0,ralph lauren,dropship barware,170
4460,0,0.73,1,0,cinq a sept,jacket,288
4461,0,0.7,4,0,r h u d e,rhude accessories,189
4484,0,0.49,1,0,veronica beard,jacket,160
4930,0,0.47,1,0,ganni,dresses,264
4931,0,0.58,4,0,chanel,chanel nails,196
5657,0,0.73,2,0,timex,tx watch,298
7071,0,0.64,1,0,timex,tx watch,283
7469,0,0.35,1,0,veronica beard,tank,213
8184,0,0.62,2,0,ivory ella,pants,120
9229,0,0.97,1,0,coach,coach (handbags),288
9255,0,0.64,1,0,johnny was,short coverup (swimwear),102
9567,0,0.82,1,0,farm rio,1 pc bathing suit,105
9811,0,0.94,2,0,ralph lauren collection,knit,261
9895,0,0.4,8,0,hemant & nandita,dresses,244
10378,0,0.95,2,0,norma kamali,long coverup (swimwear),127
10516,0,0.5,1,0,moussy vintage,shorts,226
10745,0,1,34,0,patbo,dresses,131
12493,0,0.64,2,0,patbo,dresses,101
12589,0,0.9,1,0,frances valentine,dresses,133
12624,0,0.91,5,0,larroude,mules,106
14452,0,0.62,3,0,marsell,mules,270
14639,0,0.49,1,0,helmut lang,skirt,271
14956,0,0.5,2,0,barbour,outerwear,208
15129,0,0.68,10,0,ramy brook,dresses,193
15273,0,0.63,1,0,ramy brook,dresses,187
15368,0,0.36,1,0,narciso rodriguez,narcisco edt,279
15942,0,0.43,1,0,michael aram,dropship michael aram (decor),263
16539,0,0.81,2,0,polo ralph lauren,dress,185
16851,0,0.46,4,0,simone perele,simone perele bras,156
17395,0,0.32,2,0,akris,knit,263
17515,0,0.4,2,0,ba&sh,dresses,219
18171,0,0.82,15,0,natori,natori,122
18243,0,0.45,2,0,saloni,dresses,247
18262,0,0.91,1,0,polo ralph lauren,bsr knits,254
18418,0,0.33,1,0,polo ralph lauren,bsr knits,156
18547,0,0.81,1,0,black halo,cocktail dress,227
19097,0,0.63,1,0,eberjey,eberjey (sleepwear),155
19621,0,0.52,1,0,mac duggal,gown,190
122,0,0.37,1,0,ugg,weather boots,112
527,0,0.92,5,0,deveaux new york,knit,163
987,0,0.7,4,0,l'agence,shorts,179
2165,0,0.32,2,0,bombas,bombas socks,230
2909,0,0.45,3,0,bombas,bombas socks,168
3459,0,0.96,2,0,bombas,bombas socks,227
5064,0,0.89,12,0,cynthia rowley,dresses,197
5441,0,0.59,3,0,majorica,earrings,282
8550,0,0.96,3,0,saylor,dresses,180
13637,0,0.42,1,0,rebecca taylor,dress,215
14181,0,0.71,4,0,3.1 phillip lim,dresses,158
14599,0,0.53,1,0,bottega veneta,slides,241
16659,0,0.7,7,0,coach,coach (handbags),204
17349,0,0.82,2,0,cinq a sept,dresses,262
17628,0,0.58,3,0,cinq a sept,dresses,291
19528,0,0.98,2,0,villeroy & boch,kitchen tabletop barware,292
19928,0,0.91,1,0,villeroy & boch,kitchen tabletop barware,248
19448,0,0.43,6,0,sau lee,cocktail dress,246
1125,0,0.9,2,0,derek lam 10 crosby,dresses,293
17653,0,0.45,1,0,co,knits,273
1317,0,0.9,5,0,le labo,fragrance,244
1360,0,0.46,2,0,fila,sneakers,164
1556,0,0.56,1,0,kobi halperin,tops,134
1626,0,0.55,1,0,michael michael kors,dresses,211
5056,0,0.36,2,0,michael michael kors,dresses,252
5816,0,0.99,2,0,bottega veneta,cocktail,262
7494,0,0.76,5,0,nydj,knit,194
8928,0,1,44,0,saucony,sneakers,141
10354,0,0.95,83,0,ferragamo,salvatore ferragamo belts,147
10355,0,0.92,1,0,generation love,jacket,262
11543,0,0.97,1,0,saint laurent,y s l sunglasses,105
11987,0,0.63,1,0,mother,crop,102
12464,0,0.4,4,0,mother,crop,235
15032,0,0.49,1,0,parajumpers,outerwear,154
17017,0,0.5,3,0,chiara boni la petite robe,cocktail dress,189
6645,0,0.7,4,0,nili lotan,outerwear,214
2021,0,0.38,16,0,nili lotan,denim,206
9518,0,0.59,2,0,balmain,warm wear,115
15640,0,0.37,1,0,r h u d e,rhude accessories,114
9641,0,0.78,1,0,agent provocateur,agent provocateur intimate app,109
12064,0,0.95,1,0,jonathan simkhai,tops,206
14225,0,0.68,1,0,ulla johnson,cover up bottoms,281
17007,0,0.68,3,0,jimmy choo,ballet flats,122
19358,0,0.65,1,0,burberry,bottoms,169
68,0,0.48,2,0,chanel,gabrielle (fragrance),268
174,0,0.51,1,0,max mara,max mara (sunglasses),196
661,0,0.77,2,0,hatley,boy tops,134
1444,0,0.72,1,0,l'agence,skinny,192
1812,0,0.87,2,0,mac duggal,gown,167
3484,0,0.37,1,0,decorte,face cream,161
3529,0,0.82,3,0,akris punto,knit,277
3593,0,0.94,1,0,gestuz,dresses,268
3671,0,0.8,1,0,gestuz,dresses,222
4323,0,0.85,3,0,l*space,1 pc bathing suit,140
4685,0,0.41,1,0,l*space,1 pc bathing suit,185
5307,0,0.71,2,0,patbo,1 pc bathing suit,228
5680,0,0.65,1,0,mepra,dropship serveware,123
6367,0,0.7,1,0,theory,theory knits,252
6495,0,0.6,1,0,a.p.c.,knits,263
6496,0,0.34,14,0,vocier,vocier luggage,116
6885,0,0.94,4,0,aquazzura,high heel sandals,226
7566,0,0.77,2,0,tumi,tumi,281
8594,0,0.36,29,0,tumi,tumi,251
8603,0,0.88,2,0,imperial porcelain,dropship tabletop,166
9460,0,0.54,2,0,nuna,rocker/bouncer,213
9773,0,0.87,1,0,zimmermann,bathing suit top,241
11143,0,0.35,1,0,michael aram,dropship michael aram (decor),251
11169,0,0.86,2,0,sol angeles,tank,195
11471,0,0.8,1,0,balmain,jacket,223
11667,0,0.59,1,0,saint laurent,high heel sandals,259
12181,0,0.34,1,0,stella mccartney lingerie,stella mccartney (int apparel),135
12330,0,0.8,1,0,brunello cucinelli,denim,213
12501,0,0.4,1,0,chantecaille,foundation (cosmetics),185
12701,0,0.76,2,0,chantecaille,foundation (cosmetics),259
12830,0,0.54,2,0,chantecaille,foundation (cosmetics),222
12861,0,0.37,3,0,chantecaille,foundation (cosmetics),118
13810,0,0.86,15,0,veronica beard,dresses,134
13951,0,0.79,1,0,veronica beard,dresses,152
13973,0,0.9,46,0,comme des garcons play,sneakers (footwear),284
14023,0,0.3,1,0,comme des garcons play,sneakers (footwear),226
14096,0,0.87,1,0,lavish alice,cocktail dress,102
14395,0,0.3,1,0,lavish alice,cocktail dress,175
14505,0,0.95,1,0,halston,jacket,451
14596,0,1,1,0,commando,commando/herlook (intimates),83
15359,0,0.76,5,0,valentino garavani,vltn mp sh heels,833
15370,0,0.68,1,0,stuart weitzman,booties,417
15591,0,0.58,1,0,gestuz,dresses,182
15690,0,0.94,1,0,frame,shorts,125
15986,0,0.85,1,0,clinique,clinique fragrance,18
16058,0,0.94,1,0,isaac mizrahi loves crayola,boy tops,22
16622,0,0.85,1,0,goldsign,straight,207
16718,0,0.8,7,0,goldsign,straight,207
17325,0,0.57,1,0,veronica beard,mules,277
17708,0,0.69,1,0,norma kamali,jumpsuit,158
17709,0,0.73,4,0,leset,pants,123
17710,0,0.37,4,0,avirex,shorts,125
17729,0,0.89,3,0,bobbi brown,bobbibrownfoundation,34
18222,0,0.37,3,0,ramy brook,gown,550
18763,0,0.68,1,0,stuart weitzman,tall shaft boots,595
19031,0,0.89,1,0,stuart weitzman,tall shaft boots,595
19357,0,0.6,3,0,rag & bone,t-shirt,81
19440,0,0.71,1,0,rag & bone,t-shirt,81
19773,0,0.61,1,0,ganni,booties,312
1153,0,0.6,4,0,petite plume,pajamas,41
1902,0,0.43,4,0,akris punto,skirt,139
2573,0,0.93,2,0,one33 social,cocktail dress,186
4948,0,0.49,1,0,one33 social,cocktail dress,186
5439,0,0.98,1,0,paul stuart,dress (footwear),410
11216,0,0.78,3,0,rails,knits,139
11762,0,0.8,2,0,rails,knits,139
12545,0,0.47,3,0,altuzarra,knit,417
14734,0,0.86,3,0,loeffler randall,high heel sandals,245
